id,causal_linkage_tier,causal_tier,expression_trend,expression_log2fc,therapeutic_alignment,therapeutic_recommendation,systemic_toxicity_risk,strategy_type,perturbation_ace,essentiality_tag,evidence_count,pathways,cell_types_active_in,regulating_snps,paracrine_targets,has_disease_link,has_pathway_link,eqtl_causal_direction,mean_eQTL_Z,max_eQTL_Z,mean_GWAS_Z,mean_GWAS_pval,min_GWAS_pval,n_snps_used,n_eQTL_variants,Evidence_Strength,Gene_Genetic_Confidence_Score,OR,CI_low,CI_high,mr_beta,mr_se,mr_pval,mr_direction,confidence_tier,method,is_gwas_hit,genetic_confidence_score,in_mr_risk,in_mr_protective,in_mr_any,in_eqtl,in_gwas
LTF,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.622,Reversal,Activate,Low,Agonist / Stabilizer,-0.2244,Moderate dependency,1,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Immune System | Innate immune response | Negative regulation of viral genome replication | Negative regulation of viral process | Positive regulation of pattern recognition receptor signaling pathway | Regulation of response to biotic stimulus | Regulation of tumor necrosis factor production | Regulation of viral life cycle | Response to biotic stimulus | Response to other organism,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MPO,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.13,Reversal,Activate,Low,Agonist / Stabilizer,-0.1327,Moderate dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
OLR1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.786,Aggravating,Context-Dependent,Low,Unknown,0.039,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TPST1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.223,Reversal,Context-Dependent,Low,Unknown,-0.0893,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
IL21,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
CDK1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.155,Reversal,Activate (WARNING: High systemic toxicity risk),High,Agonist / Stabilizer,-2.3729,Core essential,1,Biological process involved in interspecies interaction between organisms | Biological process involved in symbiotic interaction | Cell cycle | Cellular response to organic substance | Response to organic substance | Response to stress | Spinal cord injury | TP53 Regulates Transcription of Cell Cycle Genes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HJURP,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.067,Reversal,Activate (WARNING: High systemic toxicity risk),High,Agonist / Stabilizer,-1.0196,Core essential,1,Regulation of binding,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC01762,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
PBK,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.417,Aggravating,Context-Dependent,Low,Unknown,0.0459,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
RRM2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.254,Reversal,Activate (WARNING: High systemic toxicity risk),High,Agonist / Stabilizer,-2.7796,Core essential,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TET3,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LYN,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HLA-DOB,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
IFNLR1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SMYD3,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LINC01878,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SCAMP5,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
C1QC,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.67,Reversal,Context-Dependent,Low,Unknown,-0.0361,Moderate dependency,0,"Complement activation | Complement activation, classical pathway | Initial triggering of complement",,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ADAMTSL2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.146,Reversal,Context-Dependent,Low,Unknown,0.0062,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CDHR5,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
CTLA4,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LRRC18,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
PRR14,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SGCD,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.317,Reversal,Context-Dependent,Low,Unknown,0.0216,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SIGLEC6,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SNORD23,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.126,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LEP,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.225,Reversal,Context-Dependent,Low,Unknown,-0.069,Moderate dependency,0,JAK-STAT signaling pathway | Positive regulation of cytokine production | Positive regulation of follicle-stimulating hormone secretion | Regulation of T cell proliferation | Regulation of cytokine production | Regulation of defense response | Regulation of innate immune response | Regulation of interleukin-12 production | Regulation of leukocyte mediated cytotoxicity | Regulation of leukocyte mediated immunity | Regulation of natural killer cell proliferation | Regulation of response to biotic stimulus | Regulation of response to external stimulus | Tyrosine phosphorylation of STAT protein,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC02694,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
C4BPB,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.022,Reversal,Context-Dependent,Low,Unknown,-0.0534,Moderate dependency,0,"Complement activation, classical pathway | Negative regulation of lymphocyte mediated immunity | Regulation of opsonization",,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
IL12B,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.051,Aggravating,Context-Dependent,Low,Unknown,0.1045,Moderate dependency,0,Adaptive immune response | Adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains | African trypanosomiasis | Allograft rejection | Biological process involved in interspecies interaction between organisms | C-type lectin receptor signaling pathway | Cell activation | Cellular response to cytokine stimulus | Cytokine Signaling in Immune system | Cytokine-cytokine receptor interaction | Cytokine-mediated signaling pathway | Defense response | Defense response to bacterium | Defense response to other organism | Defense response to virus | Immune System | Immune response | Immune system process | Influenza A | Innate immune response | Interleukin-10 signaling | JAK-STAT signaling pathway | Leukocyte activation | Mononuclear cell differentiation | Negative regulation of biological process | Negative regulation of cell population proliferation | Negative regulation of cytokine production | Negative regulation of metabolic process | Negative regulation of response to stimulus | Positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains | Positive regulation of apoptotic process | Positive regulation of cell death | Positive regulation of cytokine production | Positive regulation of gene expression | Positive regulation of immune effector process | Positive regulation of immune response | Positive regulation of multicellular organismal process | Positive regulation of myeloid cell differentiation | RIG-I-like receptor signaling pathway | Regulation of T cell proliferation | Regulation of adaptive immune response | Regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains | Regulation of alpha-beta T cell activation | Regulation of alpha-beta T cell proliferation | Regulation of apoptotic process | Regulation of cell activation | Regulation of cell death | Regulation of cytokine production | Regulation of defense response | Regulation of immune effector process | Regulation of immune response | Regulation of inflammatory response to antigenic stimulus | Regulation of innate immune response | Regulation of interferon-gamma production | Regulation of interleukin-12 production | Regulation of leukocyte mediated cytotoxicity | Regulation of leukocyte mediated immunity | Regulation of lymphocyte mediated immunity | Regulation of natural killer cell proliferation | Regulation of response to biotic stimulus | Regulation of response to external stimulus | Regulation of response to stress | Response to bacterium | Response to biotic stimulus | Response to chemical | Response to cytokine | Response to external stimulus | Response to other organism | Response to stress | Response to virus | Signaling by Interleukins | T cell activation involved in immune response | T cell differentiation involved in immune response | Tuberculosis | Type I diabetes mellitus,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MIR8071-2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.272,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
GLRA3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.106,Reversal,Context-Dependent,Low,Unknown,0.043,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SCARA5,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.23,Reversal,Context-Dependent,Low,Unknown,0.0862,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TPI1P2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LINC01845,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ZDHHC19,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.059,Reversal,Activate,Low,Agonist / Stabilizer,-0.1253,Moderate dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
HTR3A,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.29,Reversal,Context-Dependent,Low,Unknown,0.1429,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SLC34A1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,-1.053,Reversal,Context-Dependent,Low,Unknown,0.0172,Moderate dependency,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ZNF556,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.102,Aggravating,Context-Dependent,Low,Unknown,-0.0009,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC01478,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.004,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
INHBB,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.101,Aggravating,Context-Dependent,Low,Unknown,0.052,Weak/Contextual,0,Positive regulation of follicle-stimulating hormone secretion,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
GAB4,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,-1.05,Aggravating,Inhibit,Low,Antagonist / Inhibitor,-0.1797,Moderate dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CDC34,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SFRP1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.398,Aggravating,Context-Dependent,Low,Unknown,0.0041,Moderate dependency,0,Regulation of stress-activated MAPK cascade,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
BNIP5,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.555,Reversal,Context-Dependent,Low,Unknown,-0.0489,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
GPR42,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.309,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
GRASLND,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.538,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
KCNIP4-IT1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.317,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC02212,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.09,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MIR4477B,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.012,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
NUPR1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.323,Reversal,Context-Dependent,Low,Unknown,-0.0031,Weak/Contextual,0,Defense response,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TMEM178B,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.091,Aggravating,Context-Dependent,Low,Unknown,0.0348,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ZNF684,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.248,Reversal,Activate,Low,Agonist / Stabilizer,-0.1113,Moderate dependency,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MIR34AHG,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.128,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PPM1K-DT,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.543,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
PXT1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.07,Aggravating,Context-Dependent,Low,Unknown,0.1047,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TMPRSS2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,2.38,Aggravating,Context-Dependent,Low,Unknown,0.0605,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TNFSF11,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.041,Reversal,Context-Dependent,Low,Unknown,0.098,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ADGB,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.29,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
E2F8,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.2,Reversal,Context-Dependent,Low,Unknown,-0.0039,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CDC25A,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.098,Reversal,Activate,Low,Agonist / Stabilizer,-0.3312,Core essential,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CEP55,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.126,Reversal,Activate,Low,Agonist / Stabilizer,-0.5238,Core essential,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TTK,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.079,Reversal,Activate (WARNING: High systemic toxicity risk),High,Agonist / Stabilizer,-0.7289,Core essential,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
TIMP3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.16,Reversal,Context-Dependent,Low,Unknown,0.0175,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
FCHSD2,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
SLC29A3,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TSBP1-AS1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TARM1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.464,Reversal,Context-Dependent,Low,Unknown,-0.0303,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ANLN,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.013,Reversal,Activate,Low,Agonist / Stabilizer,-0.3511,Core essential,1,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LRRC25,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
DIRAS3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.115,Reversal,Context-Dependent,Low,Unknown,-0.0904,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
LINC01644,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.171,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
MIR6131,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.218,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
DEPDC1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.124,Reversal,Activate,Low,Agonist / Stabilizer,-0.2099,Strong dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
NSG2,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.275,Aggravating,Context-Dependent,Low,Unknown,0.1299,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ZSCAN23,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
LINGO4,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,-1.008,Aggravating,Context-Dependent,Low,Unknown,-0.0015,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
SRC,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
BBIP1,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
TNFSF4,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,TRUE,0,FALSE,FALSE,FALSE,FALSE,TRUE
ARFGEF3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.129,Aggravating,Context-Dependent,Low,Unknown,0.0778,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ACHE,Tier 5 — DAG Only (no external eQTL/MR validation),Validated Driver,Up,1.085,Reversal,Activate,Low,Agonist / Stabilizer,-0.179,Strong dependency,1,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
GPR87,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.062,Reversal,Context-Dependent,Low,Unknown,-0.0856,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
CNGA4,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.074,Reversal,Context-Dependent,Low,Unknown,-0.0148,Moderate dependency,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
FRAS1,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.109,Aggravating,Context-Dependent,Low,Unknown,0.1177,Weak/Contextual,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
STAT5A,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,0,,,,,No,No,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
ANXA3,Tier 5 — DAG Only (no external eQTL/MR validation),Supported,Up,1.349,Aggravating,Context-Dependent,Low,Unknown,0.0486,Moderate dependency,0,Biological process involved in interspecies interaction between organisms | Defense response | Defense response to other organism | Immune response | Immune system process | Neutrophil activation | Response to bacterium | Response to biotic stimulus | Response to external stimulus | Response to organic substance | Response to other organism | Response to stress,,,,No,Yes,,,,,,,,,,,,,,,,,,,,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE
